,_id,price,type,title,mobile,address,city,age,url,rooms,bathrooms,m2,elevator,floor,balcony,terrace,heating,air_conditioning,parking,pool,id,transfer_taxes,insurance,ibi,community,maintenance,costs,amount_to_pay,total_mortgage,monthly_mortgage,incomes,rentability
5931,6407c4bd4d7c3f56aba51de4,38000,Piso,Piso con aire acondicionado en La Cañada,927 920 847,La Cañada,Cáceres Capital,88,/es/comprar/vivienda/caceres-capital/aire-acondicionado-parking/176100495/d?from=list,3,2,95,No,1,No,No,No,Yes,No,No,5995,3800.0,187.5,142.5,10.050000000000002,162.0,41.8375,0,0.0,0.0,616.0,16.48313397129187
5933,6407c4bd4d7c3f56aba51de6,40000,Planta baja,Planta baja con ascensor en Ciudad Monumental,927 920 764,Ciudad Monumental,Cáceres Capital,74,/es/comprar/vivienda/caceres-capital/ascensor/165383185/d?from=list,1,1,38,Yes,0,No,No,No,No,No,No,5997,4000.0,155.0,57.0,21.15,160.0,32.762499999999996,0,0.0,0.0,630.5,16.301931818181817
8220,6407c4bd4d7c3f56aba526d5,37000,Casa o chalet,"Casa o chalet en Calle Calle Sta. Rita, 12-28, 12-28, Ciudad Monumental",924 155 013,Ciudad Monumental,Cáceres Capital,64,/es/comprar/vivienda/caceres-capital/ciudad-monumental/163881092/d?from=list,2,1,60,No,0,No,No,No,No,No,No,8300,3700.0,100.0,90.0,9.500000000000002,163.0,30.208333333333332,0,0.0,0.0,583.0,16.298525798525798
31382,6407c4bd4d7c3f56aba5814f,40000,Piso,Piso con 1 baño en Nuevo Cáceres,Unknown,Nuevo Cáceres,Cáceres Capital,7,/es/comprar/vivienda/caceres-capital/nuevo-caceres/177040614/d?from=list,3,1,70,No,3,No,No,No,No,No,No,31550,4000.0,125.0,105.0,11.15,160.0,33.42916666666667,0,0.0,0.0,616.0,15.888295454545457
31765,6407c4bd4d7c3f56aba582ce,42500,Apartamento,Apartamento con terraza en Mejostilla,927 920 171,Mejostilla,Cáceres Capital,181,/es/comprar/vivienda/caceres-capital/terraza/161466978/d?from=list,2,1,65,No,4,No,Yes,No,No,No,No,31933,4250.0,112.5,97.5,12.525,157.5,31.66875,0,0.0,0.0,648.5,15.833101604278074
39797,6407c4bd4d7c3f56aba5a22e,55000,Casa o chalet,Casa o chalet con 1 baño en Ciudad Monumental,927 920 847,Ciudad Monumental,Cáceres Capital,42,/es/comprar/vivienda/caceres-capital/ciudad-monumental/176527885/d?from=list,0,1,140,No,0,No,No,No,No,No,No,40048,5500.0,300.0,210.0,19.400000000000006,155.0,57.03333333333333,0,0.0,0.0,840.0,15.529917355371904
3129,6407c4bd4d7c3f56aba512f2,43500,Piso,Piso con 2 baños en La Cañada,910 306 185,La Cañada,Cáceres Capital,2,/es/comprar/vivienda/caceres-capital/parking/176642111/d?from=list,4,2,93,No,0,No,No,No,No,No,No,3179,4350.0,182.5,139.5,13.075000000000001,156.5,40.96458333333333,0,0.0,0.0,658.0,15.474242424242426
21052,6407c4bd4d7c3f56aba558f5,40000,Casa o chalet,Casa o chalet con calefacción en Ciudad Monumental,927 135 098,Ciudad Monumental,Cáceres Capital,8,/es/comprar/vivienda/caceres-capital/calefaccion-no-amueblado/150538964/d?from=list,1,1,29,No,0,No,No,Yes,No,No,No,21212,4000.0,177.5,43.5,11.15,160.0,32.67916666666667,0,0.0,0.0,600.0,15.472386363636364
10364,6407c4bd4d7c3f56aba52f35,45000,Piso,"Piso en Avenida Héroes de Baler, Mejostilla",Unknown,Mejostilla,Cáceres Capital,483,/es/comprar/vivienda/caceres-capital/terraza/161717667/d?from=list,3,1,52,No,0,No,Yes,No,No,No,No,10444,4500.0,120.0,78.0,13.9,155.0,30.575,0,0.0,0.0,665.0,15.379999999999999
32005,6407c4bd4d7c3f56aba583be,39500,Piso,Piso con 1 baño en Nuevo Cáceres,927 920 847,Nuevo Cáceres,Cáceres Capital,88,/es/comprar/vivienda/caceres-capital/nuevo-caceres/176099972/d?from=list,2,1,64,No,4,No,No,No,No,No,No,32173,3950.0,110.0,96.0,10.875000000000002,160.5,31.447916666666668,0,0.0,0.0,583.0,15.232738780207134
28944,6407c4bd4d7c3f56aba577c9,45000,Piso,Piso con 1 baño en Ciudad Monumental,927 920 478,Ciudad Monumental,Cáceres Capital,33,/es/comprar/vivienda/caceres-capital/amueblado/165727991/d?from=list,4,1,60,No,0,No,No,No,No,No,No,29112,4500.0,100.0,90.0,13.9,155.0,29.90833333333333,0,0.0,0.0,658.0,15.226464646464647
2953,6407c4bd4d7c3f56aba51242,150000,Casa o chalet,Casa o chalet con 2 baños en Ciudad Monumental,927 130 862,Ciudad Monumental,Cáceres Capital,0,/es/comprar/vivienda/caceres-capital/ciudad-monumental/161345153/d?from=list,3,2,264,No,0,No,No,No,No,No,No,3003,15000.0,610.0,396.0,71.65,250.0,110.6375,50000,76528.88898037882,212.58024716771897,1584.0,15.12938703398737
27009,6407c4bd4d7c3f56aba5703a,40000,Piso,"Piso en Plaza Santiago, Ciudad Monumental",Unknown,Ciudad Monumental,Cáceres Capital,54,/es/comprar/vivienda/caceres-capital/amueblado/176472453/d?from=list,2,1,60,No,0,No,No,No,No,No,No,27169,4000.0,100.0,90.0,11.15,160.0,30.09583333333333,0,0.0,0.0,583.0,15.079204545454546
20605,6407c4bd4d7c3f56aba55736,45000,Casa o chalet,Casa o chalet con aire acondicionado en La Cañada,927 920 167,La Cañada,Cáceres Capital,1,/es/comprar/vivienda/caceres-capital/aire-acondicionado/163432255/d?from=list,4,1,92,No,0,No,No,No,Yes,No,No,20765,4500.0,180.0,138.0,13.9,155.0,40.574999999999996,0,0.0,0.0,658.0,14.967878787878785
15955,6407c4bd4d7c3f56aba5450c,45000,Piso,"Piso con aire acondicionado en Rio Tiber, La Cañada",927 920 179,La Cañada,Cáceres Capital,20,/es/comprar/vivienda/caceres-capital/aire-acondicionado-parking-amueblado-parking/176803120/d?from=list,3,1,80,No,0,No,No,No,Yes,Yes,No,16096,4500.0,150.0,120.0,13.9,155.0,36.574999999999996,0,0.0,0.0,652.0,14.919393939393938
38055,6407c4bd4d7c3f56aba59b60,105000,Casa o chalet,Casa o chalet en Ciudad Monumental,927 920 179,Ciudad Monumental,Cáceres Capital,24,/es/comprar/vivienda/caceres-capital/no-amueblado/165270547/d?from=list,0,0,225,No,0,No,No,No,No,No,No,38306,10500.0,512.5,337.5,46.9,205.0,91.825,5000,7652.888898037882,21.258024716771896,1350.0,14.843003703398738
38053,6407c4bd4d7c3f56aba59b5e,105000,Casa o chalet,"Casa o chalet con 1 baño en Calle Parras, Ciudad Monumental",927 137 029,Ciudad Monumental,Cáceres Capital,130,/es/comprar/vivienda/caceres-capital/parking-jardin-trastero-no-amueblado/165360513/d?from=list,4,1,225,No,0,No,No,No,No,No,No,38304,10500.0,512.5,337.5,46.9,205.0,91.825,5000,7652.888898037882,21.258024716771896,1350.0,14.843003703398738
7636,6407c4bd4d7c3f56aba5248d,46800,Piso,"Piso en Avenida Héroes de Baler, 19, Mejostilla",924 926 346,Mejostilla,Cáceres Capital,245,/es/comprar/vivienda/caceres-capital/terraza/163261823/d?from=list,3,1,74,No,5,No,Yes,No,No,No,No,7702,4680.0,135.0,111.0,14.890000000000002,153.2,34.5075,0,0.0,0.0,665.0,14.696794871794872
29469,6407c4bd4d7c3f56aba579d6,46800,Piso,Piso con terraza en Mejostilla,914 893 781,Mejostilla,Cáceres Capital,201,/es/comprar/vivienda/caceres-capital/terraza-no-amueblado/164039548/d?from=list,3,1,76,No,5,No,Yes,No,No,No,No,29637,4680.0,140.0,114.0,14.890000000000002,153.2,35.174166666666665,0,0.0,0.0,665.0,14.681254856254855
4169,6407c4bd4d7c3f56aba51702,47000,Piso,"Piso con terraza en General Margallo, Ciudad Monumental",911 228 034,Ciudad Monumental,Cáceres Capital,28,/es/comprar/vivienda/caceres-capital/terraza/162477117/d?from=list,1,1,68,No,2,No,Yes,No,No,No,No,4219,4700.0,120.0,102.0,15.000000000000002,153.0,32.5,0,0.0,0.0,657.0,14.495164410058026
31701,6407c4bd4d7c3f56aba5828e,48000,Piso,Piso con terraza en Mejostilla,927 920 171,Mejostilla,Cáceres Capital,193,/es/comprar/vivienda/caceres-capital/terraza/161724901/d?from=list,3,1,60,No,4,No,Yes,No,No,No,No,31869,4800.0,100.0,90.0,15.550000000000002,152.0,29.795833333333334,0,0.0,0.0,665.0,14.436458333333333
16126,6407c4bd4d7c3f56aba545b7,48000,Piso,Piso con terraza en Mejostilla,927 920 764,Mejostilla,Cáceres Capital,34,/es/comprar/vivienda/caceres-capital/terraza/165357918/d?from=list,3,1,55,No,4,No,Yes,No,No,No,No,16267,4800.0,112.5,82.5,15.550000000000002,152.0,30.212500000000002,0,0.0,0.0,665.0,14.426988636363639
32215,6407c4bd4d7c3f56aba58490,43000,Casa o chalet,Casa o chalet con aire acondicionado en Ciudad Monumental,927 135 081,Ciudad Monumental,Cáceres Capital,175,/es/comprar/vivienda/caceres-capital/aire-acondicionado-amueblado/162964567/d?from=list,1,1,30,No,0,No,No,No,Yes,No,No,32383,4300.0,175.0,45.0,12.800000000000002,157.0,32.483333333333334,0,0.0,0.0,600.0,14.397885835095137
1845,6407c4bd4d7c3f56aba50dee,150000,Casa o chalet,Casa o chalet con 1 baño en Ciudad Monumental,927 130 862,Ciudad Monumental,Cáceres Capital,98,/es/comprar/vivienda/caceres-capital/ciudad-monumental/164347488/d?from=list,3,1,251,No,0,No,No,No,No,No,No,1895,15000.0,577.5,376.5,71.65,250.0,106.30416666666667,50000,76528.88898037882,212.58024716771897,1506.0,14.245387033987372
5862,6407c4bd4d7c3f56aba51d9f,52000,Piso,Piso con terraza en Centro,924 150 618,Centro,Cáceres Capital,145,/es/comprar/vivienda/caceres-capital/aire-acondicionado-terraza/162350719/d?from=list,3,1,84,No,3,No,Yes,No,No,No,No,5926,5200.0,160.0,126.0,17.75,152.0,37.979166666666664,0,0.0,0.0,715.5,14.213723776223777
29169,6407c4bd4d7c3f56aba578aa,44990,Piso,Piso con 1 baño en Nuevo Cáceres,927 920 478,Nuevo Cáceres,Cáceres Capital,33,/es/comprar/vivienda/caceres-capital/internet-no-amueblado/160690069/d?from=list,3,1,71,No,0,No,No,No,No,No,No,29337,4499.0,127.5,106.5,13.894500000000003,155.01,33.575375,0,0.0,0.0,616.0,14.12252318697084
21050,6407c4bd4d7c3f56aba558f3,44000,Piso,Piso con 1 baño en Ciudad Monumental,930 441 809,Ciudad Monumental,Cáceres Capital,39,/es/comprar/vivienda/caceres-capital/ciudad-monumental/176254260/d?from=list,1,1,47,No,0,No,No,No,No,No,No,21210,4400.0,132.5,70.5,13.350000000000003,156.0,31.02916666666667,0,0.0,0.0,600.0,14.106714876033058
18227,6407c4bd4d7c3f56aba54dec,45000,Piso,Piso con calefacción en La Cañada,927 920 786,La Cañada,Cáceres Capital,18,/es/comprar/vivienda/caceres-capital/aire-acondicionado-calefaccion-parking/176844868/d?from=list,3,1,78,No,4,No,No,Yes,No,No,No,18387,4500.0,145.0,117.0,13.9,155.0,35.90833333333333,0,0.0,0.0,616.0,14.062828282828283
21129,6407c4bd4d7c3f56aba55942,45000,Piso,Piso con aire acondicionado en La Cañada,927 920 171,La Cañada,Cáceres Capital,20,/es/comprar/vivienda/caceres-capital/aire-acondicionado-trastero/176804972/d?from=list,3,1,80,No,4,No,No,No,Yes,No,No,21289,4500.0,150.0,120.0,13.9,155.0,36.574999999999996,0,0.0,0.0,616.0,14.046666666666665
38079,6407c4bd4d7c3f56aba59b78,50000,Casa o chalet,"Casa o chalet con terraza en Calle Caleros, Ciudad Monumental",927 137 029,Ciudad Monumental,Cáceres Capital,82,/es/comprar/vivienda/caceres-capital/terraza-no-amueblado/165160634/d?from=list,3,1,110,No,0,No,Yes,No,No,No,No,38330,5000.0,225.0,165.0,16.65,150.0,46.387499999999996,0,0.0,0.0,687.0,13.976999999999999
12696,6407c4bd4d7c3f56aba53851,99000,Piso,"Piso con aire acondicionado en Calle de Navalmoral de la Mata, La Cañada",927 920 487,La Cañada,Cáceres Capital,6,/es/comprar/vivienda/caceres-capital/aire-acondicionado-parking-trastero/163663864/d?from=list,3,2,207,No,1,No,No,No,Yes,No,No,12823,9900.0,467.5,310.5,43.6,199.0,85.05,0,0.0,0.0,1242.0,13.883400000000002
39498,6407c4bd4d7c3f56aba5a103,44000,Apartamento,Apartamento con calefacción en Mejostilla,927 920 847,Mejostilla,Cáceres Capital,12,/es/comprar/vivienda/caceres-capital/calefaccion/176099211/d?from=list,2,1,60,No,4,No,No,Yes,No,No,No,39749,4400.0,100.0,90.0,13.350000000000003,156.0,29.945833333333336,0,0.0,0.0,583.0,13.712086776859502
39290,6407c4bd4d7c3f56aba5a033,46500,Piso,"Piso en Lusitania, Centro",911 228 034,Centro,Cáceres Capital,7,/es/comprar/vivienda/caceres-capital/centro/163448049/d?from=list,2,0,77,No,0,No,No,No,No,No,No,39541,4650.0,142.5,115.5,14.725000000000003,153.5,35.518750000000004,0,0.0,0.0,617.0,13.641788856304988
5351,6407c4bd4d7c3f56aba51ba0,89500,Casa o chalet,Casa o chalet con 2 baños en Centro,927 920 847,Centro,Cáceres Capital,88,/es/comprar/vivienda/caceres-capital/centro/176100682/d?from=list,4,2,200,No,0,No,No,No,No,No,No,5401,8950.0,450.0,300.0,38.375,189.5,81.48958333333333,0,0.0,0.0,1200.0,13.633443372270188
30886,6407c4bd4d7c3f56aba57f5f,46800,Piso,Piso con 1 baño en Mejostilla,910 306 185,Mejostilla,Cáceres Capital,2,/es/comprar/vivienda/caceres-capital/mejostilla/176640454/d?from=list,3,1,74,No,0,No,No,No,No,No,No,31054,4680.0,135.0,111.0,14.890000000000002,153.2,34.5075,0,0.0,0.0,616.0,13.554603729603729
30428,6407c4bd4d7c3f56aba57d95,51000,Piso,Piso con terraza en Ciudad Monumental,927 920 764,Ciudad Monumental,Cáceres Capital,68,/es/comprar/vivienda/caceres-capital/terraza/176270771/d?from=list,3,1,72,No,3,No,Yes,No,No,No,No,30596,5100.0,130.0,108.0,17.200000000000003,151.0,33.85,0,0.0,0.0,665.0,13.500534759358288
39873,6407c4bd4d7c3f56aba5a27a,100000,Casa o chalet,Casa o chalet con 2 baños en Nuevo Cáceres,927 920 847,Nuevo Cáceres,Cáceres Capital,12,/es/comprar/vivienda/caceres-capital/nuevo-caceres/176100053/d?from=list,6,2,200,No,0,No,No,No,No,No,No,40124,10000.0,450.0,300.0,44.15,200.0,82.84583333333333,0,0.0,0.0,1200.0,13.40585
26159,6407c4bd4d7c3f56aba56ce8,125000,Casa o chalet,Casa o chalet con balcón en Ciudad Monumental,927 920 171,Ciudad Monumental,Cáceres Capital,160,/es/comprar/vivienda/caceres-capital/patio/161414675/d?from=list,6,2,219,No,0,Yes,No,No,No,No,No,26319,12500.0,497.5,328.5,57.9,225.0,92.40833333333335,25000,38264.44449018941,106.29012358385948,1314.0,13.383618516993687
16578,6407c4bd4d7c3f56aba5477b,50000,Piso,Piso con calefacción en La Cañada,927 920 847,La Cañada,Cáceres Capital,88,/es/comprar/vivienda/caceres-capital/calefaccion/176100387/d?from=list,5,2,105,No,1,No,No,Yes,No,No,No,16719,5000.0,212.5,157.5,16.65,150.0,44.72083333333333,0,0.0,0.0,658.0,13.380636363636365
22240,6407c4bd4d7c3f56aba55d99,50000,Casa o chalet,Casa o chalet con aire acondicionado en La Cañada,927 920 764,La Cañada,Cáceres Capital,34,/es/comprar/vivienda/caceres-capital/aire-acondicionado-patio/165358077/d?from=list,4,1,107,No,0,No,No,No,Yes,No,No,22400,5000.0,217.5,160.5,16.65,150.0,45.387499999999996,0,0.0,0.0,658.0,13.366090909090907
