,_id,price,type,title,mobile,address,city,age,url,rooms,bathrooms,m2,elevator,floor,balcony,terrace,heating,air_conditioning,parking,pool,id,transfer_taxes,insurance,ibi,community,maintenance,costs,amount_to_pay,total_mortgage,monthly_mortgage,incomes,rentability
30623,6407c4bd4d7c3f56aba57e58,32000,Piso,Piso con calefacción en La Cañada,924 150 618,La Cañada,Cáceres Capital,133,/es/comprar/vivienda/caceres-capital/aire-acondicionado-calefaccion/162188907/d?from=list,2,1,55,No,0,No,No,Yes,Yes,No,No,30791,3200.0,112.5,82.5,6.750000000000002,168.0,30.8125,0,0.0,0.0,498.6666666666667,15.949573863636363
32129,6407c4bd4d7c3f56aba5843a,32000,Apartamento,Apartamento con calefacción en La Cañada,927 920 847,La Cañada,Cáceres Capital,88,/es/comprar/vivienda/caceres-capital/calefaccion/176100386/d?from=list,2,1,55,No,0,No,No,Yes,No,No,No,32297,3200.0,112.5,82.5,6.750000000000002,168.0,30.8125,0,0.0,0.0,498.6666666666667,15.949573863636363
40356,6407c4bd4d7c3f56aba5a45d,34000,Casa o chalet,Casa o chalet con 1 baño en Ciudad Monumental,927 920 847,Ciudad Monumental,Cáceres Capital,19,/es/comprar/vivienda/caceres-capital/ciudad-monumental/176098825/d?from=list,2,1,70,No,0,No,No,No,No,No,No,40607,3400.0,125.0,105.0,7.850000000000003,166.0,33.65416666666667,0,0.0,0.0,528.6666666666666,15.882754010695185
3159,6407c4bd4d7c3f56aba51310,35000,Casa o chalet,"Casa o chalet con 1 baño en Danubio, La Cañada",911 228 034,La Cañada,Cáceres Capital,7,/es/comprar/vivienda/caceres-capital/la-canada/162476262/d?from=list,3,1,65,No,0,No,No,No,No,No,No,3209,3500.0,112.5,97.5,8.4,165.0,31.95,0,0.0,0.0,540.6666666666666,15.856103896103896
39736,6407c4bd4d7c3f56aba5a1f1,40000,Casa o chalet,Casa o chalet con terraza en Nuevo Cáceres,927 920 764,Nuevo Cáceres,Cáceres Capital,34,/es/comprar/vivienda/caceres-capital/terraza/165358031/d?from=list,3,1,49,No,0,No,Yes,No,No,No,No,39987,4000.0,127.5,73.5,11.15,160.0,31.0125,0,0.0,0.0,611.3333333333334,15.82693181818182
6359,6407c4bd4d7c3f56aba51f90,40000,Apartamento,"Apartamento en Calle Colombia, 6, Nuevo Cáceres",927 920 589,Nuevo Cáceres,Cáceres Capital,13,/es/comprar/vivienda/caceres-capital/aire-acondicionado-terraza-amueblado/162865927/d?from=list,2,1,55,No,4,No,Yes,No,No,No,No,6423,4000.0,112.5,82.5,11.15,160.0,30.5125,0,0.0,0.0,606.3333333333334,15.704204545454548
32254,6407c4bd4d7c3f56aba584b7,33000,Piso,Piso con aire acondicionado en La Cañada,927 920 478,La Cañada,Cáceres Capital,104,/es/comprar/vivienda/caceres-capital/aire-acondicionado-internet-no-amueblado/163906589/d?from=list,2,1,55,No,0,No,No,No,Yes,No,No,32422,3300.0,112.5,82.5,7.3000000000000025,167.0,30.775000000000002,0,0.0,0.0,498.6666666666667,15.467493112947661
29929,6407c4bd4d7c3f56aba57ba2,40900,Apartamento,Apartamento con terraza en Nuevo Cáceres,927 920 764,Nuevo Cáceres,Cáceres Capital,89,/es/comprar/vivienda/caceres-capital/aire-acondicionado-terraza-amueblado/165358035/d?from=list,2,1,58,No,4,No,Yes,No,No,No,No,30097,4090.0,105.0,87.0,11.645000000000001,159.1,30.22875,0,0.0,0.0,609.3333333333334,15.446221382529455
28517,6407c4bd4d7c3f56aba5761e,34000,Apartamento,"Apartamento en Cl Hoyos Nº 6 3 Izq, La Cañada",910 304 295,La Cañada,Cáceres Capital,6,/es/comprar/vivienda/caceres-capital/la-canada/176596689/d?from=list,3,1,48,No,0,No,No,No,No,No,No,28685,3400.0,130.0,72.0,7.850000000000003,166.0,31.320833333333336,0,0.0,0.0,506.6666666666667,15.251737967914439
31765,6407c4bd4d7c3f56aba582ce,42500,Apartamento,Apartamento con terraza en Mejostilla,927 920 171,Mejostilla,Cáceres Capital,181,/es/comprar/vivienda/caceres-capital/terraza/161466978/d?from=list,2,1,65,No,4,No,Yes,No,No,No,No,31933,4250.0,112.5,97.5,12.525,157.5,31.66875,0,0.0,0.0,616.3333333333334,15.007433155080216
35459,6407c4bd4d7c3f56aba5913c,99000,Casa o chalet,Casa o chalet con calefacción en Ciudad Monumental,924 150 618,Ciudad Monumental,Cáceres Capital,133,/es/comprar/vivienda/caceres-capital/aire-acondicionado-calefaccion/162343619/d?from=list,4,2,283,No,0,No,No,Yes,Yes,No,No,35664,9900.0,657.5,424.5,43.6,199.0,110.38333333333333,0,0.0,0.0,1351.3333333333333,14.891399999999999
33659,6407c4bd4d7c3f56aba58a34,38000,Casa o chalet,"Casa o chalet en Calle Río Danubio, La Cañada",924 926 346,La Cañada,Cáceres Capital,274,/es/comprar/vivienda/caceres-capital/la-canada/162005855/d?from=list,3,1,66,No,0,No,No,No,No,No,No,33827,3800.0,115.0,99.0,10.050000000000002,162.0,32.170833333333334,0,0.0,0.0,542.6666666666666,14.655382775119616
3129,6407c4bd4d7c3f56aba512f2,43500,Piso,Piso con 2 baños en La Cañada,910 306 185,La Cañada,Cáceres Capital,2,/es/comprar/vivienda/caceres-capital/parking/176642111/d?from=list,4,2,93,No,0,No,No,No,No,No,No,3179,4350.0,182.5,139.5,13.075000000000001,156.5,40.96458333333333,0,0.0,0.0,624.6666666666666,14.638296760710553
5933,6407c4bd4d7c3f56aba51de6,40000,Planta baja,Planta baja con ascensor en Ciudad Monumental,927 920 764,Ciudad Monumental,Cáceres Capital,74,/es/comprar/vivienda/caceres-capital/ascensor/165383185/d?from=list,1,1,38,Yes,0,No,No,No,No,No,No,5997,4000.0,155.0,57.0,21.15,160.0,32.762499999999996,0,0.0,0.0,568.5,14.611022727272726
15955,6407c4bd4d7c3f56aba5450c,45000,Piso,"Piso con aire acondicionado en Rio Tiber, La Cañada",927 920 179,La Cañada,Cáceres Capital,20,/es/comprar/vivienda/caceres-capital/aire-acondicionado-parking-amueblado-parking/176803120/d?from=list,3,1,80,No,0,No,No,No,Yes,Yes,No,16096,4500.0,150.0,120.0,13.9,155.0,36.574999999999996,0,0.0,0.0,629.3333333333334,14.36989898989899
10364,6407c4bd4d7c3f56aba52f35,45000,Piso,"Piso en Avenida Héroes de Baler, Mejostilla",Unknown,Mejostilla,Cáceres Capital,483,/es/comprar/vivienda/caceres-capital/terraza/161717667/d?from=list,3,1,52,No,0,No,Yes,No,No,No,No,10444,4500.0,120.0,78.0,13.9,155.0,30.575,0,0.0,0.0,614.3333333333334,14.151717171717173
20605,6407c4bd4d7c3f56aba55736,45000,Casa o chalet,Casa o chalet con aire acondicionado en La Cañada,927 920 167,La Cañada,Cáceres Capital,1,/es/comprar/vivienda/caceres-capital/aire-acondicionado/163432255/d?from=list,4,1,92,No,0,No,No,No,Yes,No,No,20765,4500.0,180.0,138.0,13.9,155.0,40.574999999999996,0,0.0,0.0,622.6666666666666,14.111313131313127
8220,6407c4bd4d7c3f56aba526d5,37000,Casa o chalet,"Casa o chalet en Calle Calle Sta. Rita, 12-28, 12-28, Ciudad Monumental",924 155 013,Ciudad Monumental,Cáceres Capital,64,/es/comprar/vivienda/caceres-capital/ciudad-monumental/163881092/d?from=list,2,1,60,No,0,No,No,No,No,No,No,8300,3700.0,100.0,90.0,9.500000000000002,163.0,30.208333333333332,0,0.0,0.0,508.6666666666667,14.106879606879607
31382,6407c4bd4d7c3f56aba5814f,40000,Piso,Piso con 1 baño en Nuevo Cáceres,Unknown,Nuevo Cáceres,Cáceres Capital,7,/es/comprar/vivienda/caceres-capital/nuevo-caceres/177040614/d?from=list,3,1,70,No,3,No,No,No,No,No,No,31550,4000.0,125.0,105.0,11.15,160.0,33.42916666666667,0,0.0,0.0,550.6666666666666,14.106477272727272
29469,6407c4bd4d7c3f56aba579d6,46800,Piso,Piso con terraza en Mejostilla,914 893 781,Mejostilla,Cáceres Capital,201,/es/comprar/vivienda/caceres-capital/terraza-no-amueblado/164039548/d?from=list,3,1,76,No,5,No,Yes,No,No,No,No,29637,4680.0,140.0,114.0,14.890000000000002,153.2,35.174166666666665,0,0.0,0.0,638.3333333333334,14.059654234654234
7636,6407c4bd4d7c3f56aba5248d,46800,Piso,"Piso en Avenida Héroes de Baler, 19, Mejostilla",924 926 346,Mejostilla,Cáceres Capital,245,/es/comprar/vivienda/caceres-capital/terraza/163261823/d?from=list,3,1,74,No,5,No,Yes,No,No,No,No,7702,4680.0,135.0,111.0,14.890000000000002,153.2,34.5075,0,0.0,0.0,636.3333333333334,14.028574203574204
39797,6407c4bd4d7c3f56aba5a22e,55000,Casa o chalet,Casa o chalet con 1 baño en Ciudad Monumental,927 920 847,Ciudad Monumental,Cáceres Capital,42,/es/comprar/vivienda/caceres-capital/ciudad-monumental/176527885/d?from=list,0,1,140,No,0,No,No,No,No,No,No,40048,5500.0,300.0,210.0,19.400000000000006,155.0,57.03333333333333,0,0.0,0.0,760.0,13.94314049586777
38079,6407c4bd4d7c3f56aba59b78,50000,Casa o chalet,"Casa o chalet con terraza en Calle Caleros, Ciudad Monumental",927 137 029,Ciudad Monumental,Cáceres Capital,82,/es/comprar/vivienda/caceres-capital/terraza-no-amueblado/165160634/d?from=list,3,1,110,No,0,No,Yes,No,No,No,No,38330,5000.0,225.0,165.0,16.65,150.0,46.387499999999996,0,0.0,0.0,679.6666666666666,13.816999999999998
4169,6407c4bd4d7c3f56aba51702,47000,Piso,"Piso con terraza en General Margallo, Ciudad Monumental",911 228 034,Ciudad Monumental,Cáceres Capital,28,/es/comprar/vivienda/caceres-capital/terraza/162477117/d?from=list,1,1,68,No,2,No,Yes,No,No,No,No,4219,4700.0,120.0,102.0,15.000000000000002,153.0,32.5,0,0.0,0.0,625.0,13.752417794970986
5862,6407c4bd4d7c3f56aba51d9f,52000,Piso,Piso con terraza en Centro,924 150 618,Centro,Cáceres Capital,145,/es/comprar/vivienda/caceres-capital/aire-acondicionado-terraza/162350719/d?from=list,3,1,84,No,3,No,Yes,No,No,No,No,5926,5200.0,160.0,126.0,17.75,152.0,37.979166666666664,0,0.0,0.0,687.8333333333334,13.633304195804197
31701,6407c4bd4d7c3f56aba5828e,48000,Piso,Piso con terraza en Mejostilla,927 920 171,Mejostilla,Cáceres Capital,193,/es/comprar/vivienda/caceres-capital/terraza/161724901/d?from=list,3,1,60,No,4,No,Yes,No,No,No,No,31869,4800.0,100.0,90.0,15.550000000000002,152.0,29.795833333333334,0,0.0,0.0,622.3333333333334,13.466761363636365
32005,6407c4bd4d7c3f56aba583be,39500,Piso,Piso con 1 baño en Nuevo Cáceres,927 920 847,Nuevo Cáceres,Cáceres Capital,88,/es/comprar/vivienda/caceres-capital/nuevo-caceres/176099972/d?from=list,2,1,64,No,4,No,No,No,No,No,No,32173,3950.0,110.0,96.0,10.875000000000002,160.5,31.447916666666668,0,0.0,0.0,516.6666666666666,13.400747986191023
16126,6407c4bd4d7c3f56aba545b7,48000,Piso,Piso con terraza en Mejostilla,927 920 764,Mejostilla,Cáceres Capital,34,/es/comprar/vivienda/caceres-capital/terraza/165357918/d?from=list,3,1,55,No,4,No,Yes,No,No,No,No,16267,4800.0,112.5,82.5,15.550000000000002,152.0,30.212500000000002,0,0.0,0.0,617.3333333333334,13.343655303030305
22240,6407c4bd4d7c3f56aba55d99,50000,Casa o chalet,Casa o chalet con aire acondicionado en La Cañada,927 920 764,La Cañada,Cáceres Capital,34,/es/comprar/vivienda/caceres-capital/aire-acondicionado-patio/165358077/d?from=list,4,1,107,No,0,No,No,No,Yes,No,No,22400,5000.0,217.5,160.5,16.65,150.0,45.387499999999996,0,0.0,0.0,652.6666666666666,13.249727272727272
5308,6407c4bd4d7c3f56aba51b75,146000,Casa o chalet,Casa o chalet con balcón en Ciudad Monumental,927 920 847,Ciudad Monumental,Cáceres Capital,90,/es/comprar/vivienda/caceres-capital/aire-acondicionado-trastero-patio/176083458/d?from=list,5,2,300,No,0,Yes,No,No,Yes,No,No,5358,14600.0,700.0,450.0,69.45000000000002,246.0,122.12083333333334,46000,70406.57786194852,195.57382739430145,1419.3333333333333,13.219664071268383
16578,6407c4bd4d7c3f56aba5477b,50000,Piso,Piso con calefacción en La Cañada,927 920 847,La Cañada,Cáceres Capital,88,/es/comprar/vivienda/caceres-capital/calefaccion/176100387/d?from=list,5,2,105,No,1,No,No,Yes,No,No,No,16719,5000.0,212.5,157.5,16.65,150.0,44.72083333333333,0,0.0,0.0,648.6666666666666,13.177
20036,6407c4bd4d7c3f56aba554fd,53000,Piso,Piso con terraza en Ciudad Monumental,924 150 618,Ciudad Monumental,Cáceres Capital,133,/es/comprar/vivienda/caceres-capital/aire-acondicionado-calefaccion-terraza/164917636/d?from=list,4,2,104,No,3,No,Yes,No,No,No,No,20196,5300.0,210.0,156.0,18.300000000000004,153.0,44.775,0,0.0,0.0,680.3333333333334,13.081818181818184
27009,6407c4bd4d7c3f56aba5703a,40000,Piso,"Piso en Plaza Santiago, Ciudad Monumental",Unknown,Ciudad Monumental,Cáceres Capital,54,/es/comprar/vivienda/caceres-capital/amueblado/176472453/d?from=list,2,1,60,No,0,No,No,No,No,No,No,27169,4000.0,100.0,90.0,11.15,160.0,30.09583333333333,0,0.0,0.0,508.6666666666667,13.051931818181819
29650,6407c4bd4d7c3f56aba57a8b,72000,Casa o chalet,Casa o chalet con terraza en Ciudad Monumental,924 150 618,Ciudad Monumental,Cáceres Capital,20,/es/comprar/vivienda/caceres-capital/aire-acondicionado-terraza/163643222/d?from=list,3,1,198,No,0,No,Yes,No,Yes,No,No,29818,7200.0,445.0,297.0,28.75,172.0,78.5625,0,0.0,0.0,934.6666666666666,12.971275252525253
21129,6407c4bd4d7c3f56aba55942,45000,Piso,Piso con aire acondicionado en La Cañada,927 920 171,La Cañada,Cáceres Capital,20,/es/comprar/vivienda/caceres-capital/aire-acondicionado-trastero/176804972/d?from=list,3,1,80,No,4,No,No,No,Yes,No,No,21289,4500.0,150.0,120.0,13.9,155.0,36.574999999999996,0,0.0,0.0,570.6666666666666,12.947676767676764
18227,6407c4bd4d7c3f56aba54dec,45000,Piso,Piso con calefacción en La Cañada,927 920 786,La Cañada,Cáceres Capital,18,/es/comprar/vivienda/caceres-capital/aire-acondicionado-calefaccion-parking/176844868/d?from=list,3,1,78,No,4,No,No,Yes,No,No,No,18387,4500.0,145.0,117.0,13.9,155.0,35.90833333333333,0,0.0,0.0,566.6666666666666,12.866868686868688
30428,6407c4bd4d7c3f56aba57d95,51000,Piso,Piso con terraza en Ciudad Monumental,927 920 764,Ciudad Monumental,Cáceres Capital,68,/es/comprar/vivienda/caceres-capital/terraza/176270771/d?from=list,3,1,72,No,3,No,Yes,No,No,No,No,30596,5100.0,130.0,108.0,17.200000000000003,151.0,33.85,0,0.0,0.0,634.3333333333334,12.844563279857399
28944,6407c4bd4d7c3f56aba577c9,45000,Piso,Piso con 1 baño en Ciudad Monumental,927 920 478,Ciudad Monumental,Cáceres Capital,33,/es/comprar/vivienda/caceres-capital/amueblado/165727991/d?from=list,4,1,60,No,0,No,No,No,No,No,No,29112,4500.0,100.0,90.0,13.9,155.0,29.90833333333333,0,0.0,0.0,558.6666666666666,12.81838383838384
29169,6407c4bd4d7c3f56aba578aa,44990,Piso,Piso con 1 baño en Nuevo Cáceres,927 920 478,Nuevo Cáceres,Cáceres Capital,33,/es/comprar/vivienda/caceres-capital/internet-no-amueblado/160690069/d?from=list,3,1,71,No,0,No,No,No,No,No,No,29337,4499.0,127.5,106.5,13.894500000000003,155.01,33.575375,0,0.0,0.0,552.6666666666666,12.586828386106003
39290,6407c4bd4d7c3f56aba5a033,46500,Piso,"Piso en Lusitania, Centro",911 228 034,Centro,Cáceres Capital,7,/es/comprar/vivienda/caceres-capital/centro/163448049/d?from=list,2,0,77,No,0,No,No,No,No,No,No,39541,4650.0,142.5,115.5,14.725000000000003,153.5,35.518750000000004,0,0.0,0.0,565.3333333333334,12.429667644183775
30886,6407c4bd4d7c3f56aba57f5f,46800,Piso,Piso con 1 baño en Mejostilla,910 306 185,Mejostilla,Cáceres Capital,2,/es/comprar/vivienda/caceres-capital/mejostilla/176640454/d?from=list,3,1,74,No,0,No,No,No,No,No,No,31054,4680.0,135.0,111.0,14.890000000000002,153.2,34.5075,0,0.0,0.0,558.6666666666666,12.218162393162391
4659,6407c4bd4d7c3f56aba518ec,53000,Piso,"Piso con terraza en Santa Lucia, La Cañada",911 228 034,La Cañada,Cáceres Capital,7,/es/comprar/vivienda/caceres-capital/jardin-terraza-ascensor/162477963/d?from=list,3,2,102,Yes,1,No,No,No,No,No,No,4709,5300.0,205.0,153.0,28.300000000000004,153.0,44.94166666666666,0,0.0,0.0,637.8333333333334,12.203602058319039
5790,6407c4bd4d7c3f56aba51d57,54260,Piso,Piso con terraza en Ciudad Monumental,924 150 618,Ciudad Monumental,Cáceres Capital,133,/es/comprar/vivienda/caceres-capital/aire-acondicionado-calefaccion-terraza/162188762/d?from=list,3,1,75,No,0,No,Yes,Yes,No,No,No,5854,5426.0,137.5,112.5,18.993000000000002,154.26,35.27108333333333,0,0.0,0.0,637.3333333333334,12.104592366719165
30932,6407c4bd4d7c3f56aba57f8d,52500,Piso,Piso con terraza en Nuevo Cáceres,Unknown,Nuevo Cáceres,Cáceres Capital,31,/es/comprar/vivienda/caceres-capital/calefaccion-terraza-amueblado/176761884/d?from=list,2,1,60,No,5,No,Yes,No,No,No,No,31100,5250.0,100.0,90.0,18.025,152.5,30.04375,0,0.0,0.0,611.3333333333334,12.07874458874459
29057,6407c4bd4d7c3f56aba5783a,54000,Piso,Piso con terraza en Mejostilla,927 920 478,Mejostilla,Cáceres Capital,64,/es/comprar/vivienda/caceres-capital/aire-acondicionado-terraza-amueblado/165496409/d?from=list,2,1,85,No,0,Yes,Yes,No,No,No,No,29225,5400.0,162.5,127.5,18.85,154.0,38.57083333333333,0,0.0,0.0,636.3333333333334,12.076010101010102
38053,6407c4bd4d7c3f56aba59b5e,105000,Casa o chalet,"Casa o chalet con 1 baño en Calle Parras, Ciudad Monumental",927 137 029,Ciudad Monumental,Cáceres Capital,130,/es/comprar/vivienda/caceres-capital/parking-jardin-trastero-no-amueblado/165360513/d?from=list,4,1,225,No,0,No,No,No,No,No,No,38304,10500.0,512.5,337.5,46.9,205.0,91.825,5000,7652.888898037882,21.258024716771896,1119.3333333333333,12.075003703398735
23485,6407c4bd4d7c3f56aba56276,54000,Piso,"Piso con terraza en Heroes de Baler, Mejostilla",927 920 342,Mejostilla,Cáceres Capital,9,/es/comprar/vivienda/caceres-capital/aire-acondicionado-terraza/164485888/d?from=list,2,1,77,No,2,No,Yes,No,No,No,No,23645,5400.0,142.5,115.5,18.85,154.0,35.90416666666667,0,0.0,0.0,628.3333333333334,11.968265993265993
20560,6407c4bd4d7c3f56aba55709,54000,Piso,"Piso en Plaza Heroes de Baler, Mejostilla",Unknown,Mejostilla,Cáceres Capital,228,/es/comprar/vivienda/caceres-capital/terraza-amueblado/164360433/d?from=list,2,1,75,No,2,No,Yes,No,No,No,No,20720,5400.0,137.5,112.5,18.85,154.0,35.237500000000004,0,0.0,0.0,626.3333333333334,11.941329966329969
5433,6407c4bd4d7c3f56aba51bf2,56000,Casa adosada,"Casa adosada en Calle Guatemala, 29, Nuevo Cáceres",924 926 346,Nuevo Cáceres,Cáceres Capital,68,/es/comprar/vivienda/caceres-capital/terraza/163686248/d?from=list,3,2,91,No,0,No,Yes,No,No,No,No,5485,5600.0,177.5,136.5,19.950000000000003,156.0,40.829166666666666,0,0.0,0.0,653.3333333333334,11.931899350649353
2533,6407c4bd4d7c3f56aba5109e,56000,Casa o chalet,Casa o chalet con 1 baño en Ciudad Monumental,924 150 618,Ciudad Monumental,Cáceres Capital,0,/es/comprar/vivienda/caceres-capital/ciudad-monumental/176803410/d?from=list,4,1,110,No,0,No,No,No,No,No,No,2583,5600.0,225.0,165.0,19.950000000000003,156.0,47.1625,0,0.0,0.0,659.3333333333334,11.925405844155843
