,_id,price,type,title,mobile,address,city,age,url,rooms,bathrooms,m2,elevator,floor,balcony,terrace,heating,air_conditioning,parking,pool,id,transfer_taxes,insurance,ibi,community,maintenance,costs,amount_to_pay,total_mortgage,monthly_mortgage,incomes,rentability,group,percentile
6354,6407c4bd4d7c3f56aba51f8b,38000,Apartamento,"Apartamento en Calle Cuba, 7, Nuevo Cáceres",927 920 589,Nuevo Cáceres,Cáceres Capital,13,/es/comprar/vivienda/caceres-capital/terraza-amueblado/161684510/d?from=list,2,1,55,No,4,No,Yes,No,No,No,No,6418,3800.0,112.5,82.5,10.050000000000002,162.0,30.587500000000002,0,0.0,0.0,606.3333333333334,16.52858851674641,1/3,3.8461538461538463
6359,6407c4bd4d7c3f56aba51f90,40000,Apartamento,"Apartamento en Calle Colombia, 6, Nuevo Cáceres",927 920 589,Nuevo Cáceres,Cáceres Capital,13,/es/comprar/vivienda/caceres-capital/aire-acondicionado-terraza-amueblado/162865927/d?from=list,2,1,55,No,4,No,Yes,No,No,No,No,6423,4000.0,112.5,82.5,11.15,160.0,30.5125,0,0.0,0.0,606.3333333333334,15.704204545454548,1/3,11.538461538461538
6923,6407c4bd4d7c3f56aba521c4,59500,Apartamento,"Apartamento en Calle Menéndez Pelayo, Centro",927 920 589,Centro,Cáceres Capital,31,/es/comprar/vivienda/caceres-capital/aire-acondicionado-calefaccion/176682459/d?from=list,1,1,50,No,3,No,No,Yes,No,No,No,6987,5950.0,125.0,75.0,21.875,159.5,31.78125,0,0.0,0.0,500.0,8.584606569900687,3/3,8.762886597938143
6982,6407c4bd4d7c3f56aba521ff,73000,Apartamento,"Apartamento en Calle Amistad, Ciudad Monumental",927 920 589,Ciudad Monumental,Cáceres Capital,13,/es/comprar/vivienda/caceres-capital/aire-acondicionado-trastero-parking/161797073/d?from=list,2,1,65,No,1,No,No,No,No,Yes,No,7046,7300.0,112.5,97.5,29.300000000000004,173.0,34.358333333333334,0,0.0,0.0,603.3333333333334,8.502739726027398,1/3,72.82608695652173
6983,6407c4bd4d7c3f56aba52200,82500,Apartamento,"Apartamento en Calle Ramiro de Maeztu, Centro",927 920 589,Centro,Cáceres Capital,13,/es/comprar/vivienda/caceres-capital/aire-acondicionado-amueblado-television/161902385/d?from=list,2,1,55,No,2,No,No,No,Yes,No,No,7047,8250.0,112.5,82.5,34.525,182.5,34.33541666666667,0,0.0,0.0,521.3333333333334,6.439641873278237,3/3,72.16494845360825
7551,6407c4bd4d7c3f56aba52438,119000,Apartamento,"Apartamento con terraza en Calle Margallo, Ciudad Monumental",927 137 029,Ciudad Monumental,Cáceres Capital,85,/es/comprar/vivienda/caceres-capital/aire-acondicionado-calefaccion-terraza-ascensor-amueblado/176121582/d?from=list,1,2,66,Yes,2,No,No,No,No,No,No,7615,11900.0,115.0,99.0,64.6,219.0,41.46666666666667,19000,29080.97781254395,80.7804939237332,596.5,5.691034072915201,2/3,9.210526315789473
8250,6407c4bd4d7c3f56aba526f3,150000,Apartamento,Apartamento con ascensor en Centro,927 132 761,Centro,Cáceres Capital,95,/es/comprar/vivienda/caceres-capital/aire-acondicionado-calefaccion-ascensor-patio/158882506/d?from=list,2,1,67,Yes,1,No,No,No,No,No,No,8330,15000.0,117.5,100.5,81.65,250.0,45.80416666666667,50000,76528.88898037882,212.58024716771897,608.1666666666666,4.197387033987372,2/3,93.23529411764706
8736,6407c4bd4d7c3f56aba528d9,83000,Apartamento,Apartamento con aire acondicionado en Ciudad Monumental,927 132 761,Ciudad Monumental,Cáceres Capital,113,/es/comprar/vivienda/caceres-capital/aire-acondicionado-parking/165560638/d?from=list,2,1,60,No,1,No,No,No,Yes,No,No,8816,8300.0,100.0,90.0,34.800000000000004,183.0,33.983333333333334,0,0.0,0.0,508.6666666666667,6.238992332968237,3/3,11.15702479338843
9194,6407c4bd4d7c3f56aba52aa3,112000,Apartamento,"Apartamento en C. Gil Cordero, 13, 13, Centro",927 135 106,Centro,Cáceres Capital,15,/es/comprar/vivienda/caceres-capital/ascensor/163235299/d?from=list,2,2,114,Yes,3,No,No,No,No,No,No,9274,11200.0,235.0,171.0,60.75,212.0,56.5625,12000,18366.93335529092,51.01925932025255,668.5,6.73101888815697,1/3,62.95180722891567
9849,6407c4bd4d7c3f56aba52d32,135000,Apartamento,Apartamento con terraza en Centro,927 920 764,Centro,Cáceres Capital,89,/es/comprar/vivienda/caceres-capital/aire-acondicionado-calefaccion-terraza-ascensor-amueblado/165346183/d?from=list,2,1,72,Yes,5,No,No,No,No,No,No,9929,13500.0,130.0,108.0,73.4,235.0,45.53333333333333,35000,53570.22228626518,148.8061730174033,613.1666666666666,5.025925923791159,2/3,55.294117647058826
9957,6407c4bd4d7c3f56aba52d9e,145000,Apartamento,Apartamento con terraza en Mejostilla,927 920 847,Mejostilla,Cáceres Capital,47,/es/comprar/vivienda/caceres-capital/calefaccion-parking-jardin-terraza-trastero-ascensor-piscina/176100372/d?from=list,2,2,83,Yes,2,No,No,No,No,No,No,10037,14500.0,157.5,124.5,78.9,245.0,50.49166666666667,45000,68876.00008234095,191.32222245094707,607.8333333333334,4.392233330588636,3/3,70.1923076923077
10321,6407c4bd4d7c3f56aba52f0a,120000,Apartamento,Apartamento con ascensor en Mejostilla,927 132 761,Mejostilla,Cáceres Capital,95,/es/comprar/vivienda/caceres-capital/aire-acondicionado-calefaccion-trastero-ascensor-patio-parking/162677014/d?from=list,2,1,55,Yes,0,No,No,No,No,Yes,No,10401,12000.0,112.5,82.5,65.15,220.0,40.012499999999996,20000,30611.55559215153,85.03209886708758,623.1,5.976664813594949,1/3,91.7910447761194
10895,6407c4bd4d7c3f56aba53148,124000,Apartamento,Apartamento con piscina en Aguas Vivas - La Zambomba,927 920 583,Aguas Vivas - La Zambomba,Cáceres Capital,11,/es/comprar/vivienda/caceres-capital/calefaccion-trastero-ascensor-piscina-amueblado-piscina/161414052/d?from=list,2,1,70,Yes,0,No,No,No,No,No,No,10975,12400.0,125.0,105.0,67.35,224.0,43.44583333333333,24000,36733.86671058184,102.0385186405051,594.8333333333334,5.392187776313939,2/3,7.142857142857143
10949,6407c4bd4d7c3f56aba5317e,85000,Apartamento,Apartamento con 1 baño en Ciudad Monumental,927 132 761,Ciudad Monumental,Cáceres Capital,25,/es/comprar/vivienda/caceres-capital/parking/176758175/d?from=list,1,1,70,No,2,No,No,No,No,No,No,11029,8500.0,125.0,105.0,35.9,185.0,37.574999999999996,0,0.0,0.0,540.0,6.448235294117648,3/3,20.24793388429752
10989,6407c4bd4d7c3f56aba531a6,65000,Apartamento,Apartamento con terraza en Ciudad Monumental,927 920 764,Ciudad Monumental,Cáceres Capital,34,/es/comprar/vivienda/caceres-capital/aire-acondicionado-terraza-amueblado/165358016/d?from=list,2,1,56,No,3,No,Yes,No,No,No,No,11069,6500.0,110.0,84.0,24.9,165.0,31.991666666666664,0,0.0,0.0,607.3333333333334,9.656083916083917,1/3,41.30434782608695
11464,6407c4bd4d7c3f56aba53381,75000,Apartamento,Apartamento con ascensor en Ciudad Monumental,927 920 583,Ciudad Monumental,Cáceres Capital,278,/es/comprar/vivienda/caceres-capital/calefaccion-ascensor-amueblado/160010357/d?from=list,2,1,84,Yes,1,No,No,No,No,No,No,11544,7500.0,160.0,126.0,40.4,175.0,41.78333333333333,0,0.0,0.0,608.8333333333334,8.248,1/3,84.78260869565217
12559,6407c4bd4d7c3f56aba537c8,94000,Apartamento,"Apartamento con balcón en Calle Cueva de la Pasiega, Nuevo Cáceres",923 923 281,Nuevo Cáceres,Cáceres Capital,13,/es/comprar/vivienda/caceres-capital/calefaccion-zona-comunitaria-ascensor/176897395/d?from=list,1,1,55,Yes,2,No,No,No,No,No,No,12681,9400.0,112.5,82.5,50.85,194.0,36.65416666666667,0,0.0,0.0,585.5,6.586149999999999,3/3,83.89830508474576
12584,6407c4bd4d7c3f56aba537e1,90000,Apartamento,Apartamento con calefacción en Ciudad Monumental,927 920 583,Ciudad Monumental,Cáceres Capital,18,/es/comprar/vivienda/caceres-capital/aire-acondicionado-calefaccion-trastero/176835021/d?from=list,2,1,90,No,1,No,No,Yes,No,No,No,12706,9000.0,175.0,135.0,38.65,190.0,44.887499999999996,0,0.0,0.0,568.6666666666666,6.348838383838383,3/3,42.561983471074385
13105,6407c4bd4d7c3f56aba539ea,82000,Apartamento,Apartamento con ascensor en Nuevo Cáceres,927 131 359,Nuevo Cáceres,Cáceres Capital,6,/es/comprar/vivienda/caceres-capital/aire-acondicionado-calefaccion-ascensor/176965410/d?from=list,2,1,87,Yes,1,No,No,No,No,No,No,13246,8200.0,167.5,130.5,44.25,182.0,43.6875,0,0.0,0.0,611.8333333333334,7.558481152993349,3/3,42.3728813559322
13135,6407c4bd4d7c3f56aba53a08,82000,Apartamento,Apartamento con ascensor en Nuevo Cáceres,927 136 129,Nuevo Cáceres,Cáceres Capital,35,/es/comprar/vivienda/caceres-capital/aire-acondicionado-calefaccion-ascensor/164992753/d?from=list,2,1,85,Yes,0,No,No,No,No,No,No,13276,8200.0,162.5,127.5,44.25,182.0,43.020833333333336,0,0.0,0.0,609.8333333333334,7.5407427937915745,3/3,42.3728813559322
13148,6407c4bd4d7c3f56aba53a15,95000,Apartamento,Apartamento con 1 baño en Centro,927 132 761,Centro,Cáceres Capital,3,/es/comprar/vivienda/caceres-capital/trastero-amueblado/176569029/d?from=list,2,1,59,No,1,No,No,No,No,No,No,13289,9500.0,102.5,88.5,41.4,195.0,35.61666666666667,0,0.0,0.0,529.3333333333334,5.924600000000001,1/3,13.554216867469881
13164,6407c4bd4d7c3f56aba53a25,74000,Apartamento,Apartamento con terraza en Ciudad Monumental,927 920 764,Ciudad Monumental,Cáceres Capital,34,/es/comprar/vivienda/caceres-capital/calefaccion-terraza-ascensor/165358013/d?from=list,2,1,50,Yes,3,No,No,No,No,No,No,13305,7400.0,125.0,75.0,39.85,174.0,34.487500000000004,0,0.0,0.0,574.8333333333334,7.965786240786242,1/3,76.08695652173913
13204,6407c4bd4d7c3f56aba53a4d,115000,Apartamento,Apartamento con calefacción en Ciudad Monumental,927 920 583,Ciudad Monumental,Cáceres Capital,11,/es/comprar/vivienda/caceres-capital/aire-acondicionado-calefaccion-trastero-amueblado/160447463/d?from=list,1,1,55,No,0,No,No,Yes,No,No,No,13345,11500.0,112.5,82.5,52.400000000000006,215.0,38.53333333333333,15000,22958.666694113646,63.77407415031569,510.0,4.892311110196211,2/3,3.508771929824561
15018,6407c4bd4d7c3f56aba54163,90000,Apartamento,Apartamento con terraza en Ciudad Monumental,927 920 847,Ciudad Monumental,Cáceres Capital,12,/es/comprar/vivienda/caceres-capital/calefaccion-parking-terraza-trastero/176099354/d?from=list,2,1,60,No,2,No,Yes,No,No,No,No,15159,9000.0,100.0,90.0,38.65,190.0,34.887499999999996,0,0.0,0.0,611.3333333333334,6.987222222222222,3/3,42.561983471074385
15392,6407c4bd4d7c3f56aba542d9,93000,Apartamento,Apartamento con 1 baño en Centro,927 135 106,Centro,Cáceres Capital,29,/es/comprar/vivienda/caceres-capital/centro/155549712/d?from=list,1,1,58,No,0,No,No,No,No,No,No,15533,9300.0,105.0,87.0,40.300000000000004,193.0,35.44166666666667,0,0.0,0.0,516.0,5.766699999999999,1/3,2.108433734939759
15480,6407c4bd4d7c3f56aba54331,83000,Apartamento,Apartamento con ascensor en Nuevo Cáceres,927 920 583,Nuevo Cáceres,Cáceres Capital,5,/es/comprar/vivienda/caceres-capital/aire-acondicionado-calefaccion-ascensor/163393632/d?from=list,2,1,75,Yes,0,No,No,No,No,No,No,15621,8300.0,137.5,112.5,44.800000000000004,183.0,39.81666666666667,0,0.0,0.0,599.8333333333334,7.360569550930997,3/3,49.152542372881356
16562,6407c4bd4d7c3f56aba5476b,127000,Apartamento,Apartamento con ascensor en Nuevo Cáceres,927 920 847,Nuevo Cáceres,Cáceres Capital,88,/es/comprar/vivienda/caceres-capital/calefaccion-ascensor/176100202/d?from=list,2,2,85,Yes,4,No,No,No,No,No,No,16703,12700.0,162.5,127.5,69.0,227.0,48.833333333333336,27000,41325.600049404566,114.79333347056824,609.8333333333334,5.354479998353181,2/3,48.484848484848484
16666,6407c4bd4d7c3f56aba547d3,92000,Apartamento,Apartamento con ascensor en Ciudad Monumental,927 920 847,Ciudad Monumental,Cáceres Capital,12,/es/comprar/vivienda/caceres-capital/calefaccion-parking-ascensor/176097717/d?from=list,2,1,70,Yes,1,No,No,No,No,No,No,16807,9200.0,125.0,105.0,49.75,192.0,39.3125,0,0.0,0.0,594.8333333333334,6.66625,3/3,49.586776859504134
17093,6407c4bd4d7c3f56aba5497e,145000,Apartamento,"Apartamento con piscina en Calle Los Alimoches, Mejostilla",927 134 079,Mejostilla,Cáceres Capital,112,/es/comprar/vivienda/caceres-capital/calefaccion-terraza-zona-comunitaria-ascensor-piscina-parking/165570268/d?from=list,2,2,80,Yes,0,No,No,No,No,Yes,No,17234,14500.0,150.0,120.0,78.9,245.0,49.49166666666667,45000,68876.00008234095,191.32222245094707,638.1,4.767433330588636,3/3,70.1923076923077
18305,6407c4bd4d7c3f56aba54e3a,130000,Apartamento,Apartamento con terraza en Centro,927 920 764,Centro,Cáceres Capital,34,/es/comprar/vivienda/caceres-capital/aire-acondicionado-calefaccion-parking-terraza-ascensor-patio/165206520/d?from=list,2,0,89,Yes,2,No,Yes,No,No,No,No,18465,13000.0,172.5,133.5,70.65,230.0,50.55416666666667,30000,45917.33338822729,127.54814830063138,682.5,6.0527722203924235,2/3,35.588235294117645
19443,6407c4bd4d7c3f56aba552ac,120000,Apartamento,Apartamento con terraza en Mejostilla,927 920 764,Mejostilla,Cáceres Capital,34,/es/comprar/vivienda/caceres-capital/aire-acondicionado-calefaccion-parking-terraza-trastero-ascensor-patio/165357913/d?from=list,2,0,54,Yes,0,No,Yes,Yes,No,No,No,19603,12000.0,115.0,81.0,65.15,220.0,40.09583333333333,20000,30611.55559215153,85.03209886708758,632.9,6.093264813594949,1/3,91.7910447761194
19491,6407c4bd4d7c3f56aba552dc,103500,Apartamento,Apartamento con ascensor en Ciudad Monumental,927 920 764,Ciudad Monumental,Cáceres Capital,34,/es/comprar/vivienda/caceres-capital/ascensor-amueblado/165358063/d?from=list,2,1,50,Yes,2,No,No,No,No,No,No,19651,10350.0,125.0,75.0,56.075,203.5,38.297916666666666,3500,5357.022228626518,14.880617301740328,574.8333333333334,6.259857592379116,3/3,85.9504132231405
19521,6407c4bd4d7c3f56aba552fa,83000,Apartamento,Apartamento con 1 baño en Ciudad Monumental,927 920 764,Ciudad Monumental,Cáceres Capital,34,/es/comprar/vivienda/caceres-capital/amueblado/165358139/d?from=list,2,1,50,No,1,No,No,No,No,No,No,19681,8300.0,125.0,75.0,34.800000000000004,183.0,34.81666666666667,0,0.0,0.0,488.6666666666667,5.965169769989047,3/3,11.15702479338843
19550,6407c4bd4d7c3f56aba55317,109900,Apartamento,Apartamento con calefacción en Ciudad Monumental,927 920 764,Ciudad Monumental,Cáceres Capital,34,/es/comprar/vivienda/caceres-capital/calefaccion-patio/165358138/d?from=list,1,1,51,No,0,No,No,Yes,No,No,No,19710,10990.0,122.5,76.5,49.595,209.9,38.20791666666667,9900,15152.720018115007,42.090888939208355,502.0,5.0604143327295,3/3,95.0413223140496
19551,6407c4bd4d7c3f56aba55318,115000,Apartamento,Apartamento con ascensor en Ciudad Monumental,927 920 764,Ciudad Monumental,Cáceres Capital,34,/es/comprar/vivienda/caceres-capital/aire-acondicionado-trastero-ascensor/165358141/d?from=list,2,2,77,Yes,4,No,No,No,No,No,No,19711,11500.0,142.5,115.5,62.400000000000006,215.0,44.61666666666667,15000,22958.666694113646,63.77407415031569,601.8333333333334,5.921311110196212,2/3,3.508771929824561
19912,6407c4bd4d7c3f56aba55481,80000,Apartamento,Apartamento con ascensor en Centro,927 920 764,Centro,Cáceres Capital,34,/es/comprar/vivienda/caceres-capital/parking-ascensor/165357929/d?from=list,1,0,50,Yes,3,No,No,No,No,No,No,20072,8000.0,125.0,75.0,43.15,180.0,35.262499999999996,0,0.0,0.0,585.5,7.503238636363636,3/3,64.94845360824742
19991,6407c4bd4d7c3f56aba554d0,134000,Apartamento,Apartamento con calefacción en Ciudad Monumental,927 920 847,Ciudad Monumental,Cáceres Capital,12,/es/comprar/vivienda/caceres-capital/calefaccion/176098541/d?from=list,2,2,90,No,1,No,No,Yes,No,No,No,20151,13400.0,175.0,135.0,62.85,234.0,50.57083333333333,34000,52039.6445066576,144.5545680740489,568.6666666666666,4.482495183111412,2/3,65.78947368421052
20481,6407c4bd4d7c3f56aba556ba,140000,Apartamento,Apartamento con terraza en Ciudad Monumental,927 920 171,Ciudad Monumental,Cáceres Capital,126,/es/comprar/vivienda/caceres-capital/aire-acondicionado-calefaccion-parking-terraza-trastero/165033403/d?from=list,2,1,67,No,2,No,Yes,No,No,No,No,20641,14000.0,117.5,100.5,66.15,240.0,43.67916666666667,40000,61223.11118430306,170.06419773417517,618.3333333333334,4.855079627189898,2/3,78.50877192982456
20495,6407c4bd4d7c3f56aba556c8,103000,Apartamento,Apartamento con calefacción en Ciudad Monumental,927 920 171,Ciudad Monumental,Cáceres Capital,32,/es/comprar/vivienda/caceres-capital/aire-acondicionado-calefaccion/161414499/d?from=list,2,2,90,No,1,No,No,Yes,No,No,No,20655,10300.0,175.0,135.0,45.800000000000004,203.0,46.56666666666666,3000,4591.73333882273,12.754814830063138,568.6666666666666,6.112142222039242,3/3,84.29752066115702
20513,6407c4bd4d7c3f56aba556da,87000,Apartamento,Apartamento con terraza en Ciudad Monumental,927 920 171,Ciudad Monumental,Cáceres Capital,181,/es/comprar/vivienda/caceres-capital/aire-acondicionado-calefaccion-terraza/161467063/d?from=list,2,1,77,No,1,No,Yes,No,No,No,No,20673,8700.0,142.5,115.5,37.0,187.0,40.166666666666664,0,0.0,0.0,628.3333333333334,7.375130616509928,3/3,26.859504132231407
20514,6407c4bd4d7c3f56aba556db,88500,Apartamento,Apartamento con calefacción en Ciudad Monumental,927 920 171,Ciudad Monumental,Cáceres Capital,181,/es/comprar/vivienda/caceres-capital/calefaccion-parking-trastero/161467057/d?from=list,2,1,65,No,2,No,No,Yes,No,No,No,20674,8850.0,112.5,97.5,37.825,188.5,36.360416666666666,0,0.0,0.0,518.6666666666666,5.945223420647149,3/3,31.40495867768595
20541,6407c4bd4d7c3f56aba556f6,120000,Apartamento,Apartamento con ascensor en Nuevo Cáceres,927 920 171,Nuevo Cáceres,Cáceres Capital,181,/es/comprar/vivienda/caceres-capital/aire-acondicionado-calefaccion-parking-trastero-ascensor/161466995/d?from=list,2,2,90,Yes,2,No,No,No,No,No,No,20701,12000.0,175.0,135.0,65.15,220.0,49.59583333333333,20000,30611.55559215153,85.03209886708758,614.8333333333334,5.76246481359495,2/3,27.272727272727273
20580,6407c4bd4d7c3f56aba5571d,84000,Apartamento,Apartamento con 1 baño en Centro,927 920 583,Centro,Cáceres Capital,278,/es/comprar/vivienda/caceres-capital/amueblado/160030218/d?from=list,2,1,60,No,2,No,No,No,No,No,No,20740,8400.0,100.0,90.0,35.35,184.0,34.112500000000004,0,0.0,0.0,531.3333333333334,6.45741341991342,3/3,74.74226804123711
20604,6407c4bd4d7c3f56aba55735,90000,Apartamento,Apartamento con terraza en Nuevo Cáceres,927 920 847,Nuevo Cáceres,Cáceres Capital,12,/es/comprar/vivienda/caceres-capital/calefaccion-terraza-ascensor/176100251/d?from=list,1,1,55,Yes,1,No,No,No,No,No,No,20764,9000.0,112.5,82.5,48.65,190.0,36.137499999999996,0,0.0,0.0,585.5,6.658939393939393,3/3,77.96610169491525
22283,6407c4bd4d7c3f56aba55dc4,125000,Apartamento,Apartamento con ascensor en Centro,927 920 847,Centro,Cáceres Capital,5,/es/comprar/vivienda/caceres-capital/aire-acondicionado-calefaccion-ascensor/176100361/d?from=list,2,1,85,Yes,7,No,No,No,No,No,No,22443,12500.0,162.5,127.5,67.9,225.0,48.574999999999996,25000,38264.44449018941,106.29012358385948,626.1666666666666,5.655618516993685,2/3,13.823529411764707
22433,6407c4bd4d7c3f56aba55e5a,125000,Apartamento,Apartamento con terraza en Centro,927 920 847,Centro,Cáceres Capital,12,/es/comprar/vivienda/caceres-capital/aire-acondicionado-calefaccion-terraza-trastero-ascensor/176099517/d?from=list,2,1,65,Yes,1,No,No,No,No,No,No,22593,12500.0,112.5,97.5,67.9,225.0,41.90833333333333,25000,38264.44449018941,106.29012358385948,606.1666666666666,5.495618516993686,2/3,13.823529411764707
