,_id,price,type,title,mobile,address,city,age,url,rooms,bathrooms,m2,elevator,floor,balcony,terrace,heating,air_conditioning,parking,pool,id,transfer_taxes,insurance,ibi,community,maintenance,costs,amount_to_pay,total_mortgage,monthly_mortgage,incomes,rentability,group,percentile
2533,6407c4bd4d7c3f56aba5109e,56000,Casa o chalet,Casa o chalet con 1 baño en Ciudad Monumental,924 150 618,Ciudad Monumental,Cáceres Capital,0,/es/comprar/vivienda/caceres-capital/ciudad-monumental/176803410/d?from=list,4,1,110,No,0,No,No,No,No,No,No,2583,5600.0,225.0,165.0,19.950000000000003,156.0,47.1625,0,0.0,0.0,659.3333333333334,11.925405844155843,1/3,25.0
2560,6407c4bd4d7c3f56aba510b9,90000,Casa o chalet,Casa o chalet con terraza en La Cañada,924 150 618,La Cañada,Cáceres Capital,0,/es/comprar/vivienda/caceres-capital/calefaccion-parking-terraza/162785520/d?from=list,5,2,115,No,0,No,Yes,Yes,No,No,No,2610,9000.0,237.5,172.5,38.65,190.0,53.22083333333333,0,0.0,0.0,696.6666666666666,7.799343434343435,1/3,95.20547945205479
2561,6407c4bd4d7c3f56aba510ba,89900,Casa o chalet,Casa o chalet con terraza en Aguas Vivas - La Zambomba,927 131 359,Aguas Vivas - La Zambomba,Cáceres Capital,0,/es/comprar/vivienda/caceres-capital/terraza-patio/162520273/d?from=list,4,1,155,No,0,No,Yes,No,No,No,No,2611,8990.0,337.5,232.5,38.595,189.9,66.54125,0,0.0,0.0,812.6666666666666,9.05400444938821,1/3,8.333333333333334
2953,6407c4bd4d7c3f56aba51242,150000,Casa o chalet,Casa o chalet con 2 baños en Ciudad Monumental,927 130 862,Ciudad Monumental,Cáceres Capital,0,/es/comprar/vivienda/caceres-capital/ciudad-monumental/161345153/d?from=list,3,2,264,No,0,No,No,No,No,No,No,3003,15000.0,610.0,396.0,71.65,250.0,110.6375,50000,76528.88898037882,212.58024716771897,1261.3333333333333,11.257387033987373,2/3,94.73684210526315
2984,6407c4bd4d7c3f56aba51261,68500,Casa o chalet,"Casa o chalet en Calle Villamiel, La Cañada",924 926 346,La Cañada,Cáceres Capital,56,/es/comprar/vivienda/caceres-capital/parking-trastero-patio/176349866/d?from=list,4,2,98,No,0,No,No,No,No,No,No,3034,6850.0,195.0,147.0,26.825000000000003,168.5,44.77708333333334,0,0.0,0.0,634.6666666666666,9.394392833443929,1/3,30.136986301369863
3031,6407c4bd4d7c3f56aba51290,70000,Casa o chalet,Casa o chalet con 1 baño en Centro,927 920 167,Centro,Cáceres Capital,4,/es/comprar/vivienda/caceres-capital/centro/163114412/d?from=list,3,1,78,No,0,No,No,No,No,No,No,3081,7000.0,145.0,117.0,27.65,170.0,38.30416666666667,0,0.0,0.0,602.6666666666666,8.79525974025974,3/3,26.288659793814432
3102,6407c4bd4d7c3f56aba512d7,59000,Casa o chalet,Casa o chalet con 2 baños en Nuevo Cáceres,927 135 081,Nuevo Cáceres,Cáceres Capital,0,/es/comprar/vivienda/caceres-capital/trastero/176657596/d?from=list,3,2,91,No,0,No,No,No,No,No,No,3152,5900.0,177.5,136.5,21.6,159.0,41.21666666666667,0,0.0,0.0,592.6666666666666,10.196302003081662,1/3,46.15384615384615
3159,6407c4bd4d7c3f56aba51310,35000,Casa o chalet,"Casa o chalet con 1 baño en Danubio, La Cañada",911 228 034,La Cañada,Cáceres Capital,7,/es/comprar/vivienda/caceres-capital/la-canada/162476262/d?from=list,3,1,65,No,0,No,No,No,No,No,No,3209,3500.0,112.5,97.5,8.4,165.0,31.95,0,0.0,0.0,540.6666666666666,15.856103896103896,3/3,33.92857142857143
4692,6407c4bd4d7c3f56aba5190d,152000,Casa o chalet,Casa o chalet con terraza en Mejostilla,927 920 764,Mejostilla,Cáceres Capital,85,/es/comprar/vivienda/caceres-capital/aire-acondicionado-parking-terraza-patio/164150794/d?from=list,6,2,170,No,0,No,Yes,No,Yes,No,No,4742,15200.0,375.0,255.0,72.75000000000001,252.0,79.5625,52000,79590.04453959398,221.08345705442773,857.6666666666666,6.684248515346866,3/3,100.0
5261,6407c4bd4d7c3f56aba51b46,64900,Casa o chalet,Casa o chalet con terraza en La Cañada,927 920 786,La Cañada,Cáceres Capital,103,/es/comprar/vivienda/caceres-capital/terraza/165682284/d?from=list,3,1,82,No,0,No,Yes,No,No,No,No,5311,6490.0,155.0,123.0,24.845,164.9,38.97875,0,0.0,0.0,644.3333333333334,10.17545174394173,1/3,10.95890410958904
5308,6407c4bd4d7c3f56aba51b75,146000,Casa o chalet,Casa o chalet con balcón en Ciudad Monumental,927 920 847,Ciudad Monumental,Cáceres Capital,90,/es/comprar/vivienda/caceres-capital/aire-acondicionado-trastero-patio/176083458/d?from=list,5,2,300,No,0,Yes,No,No,Yes,No,No,5358,14600.0,700.0,450.0,69.45000000000002,246.0,122.12083333333334,46000,70406.57786194852,195.57382739430145,1419.3333333333333,13.219664071268383,2/3,85.52631578947368
5327,6407c4bd4d7c3f56aba51b88,125000,Casa o chalet,Casa o chalet con 4 baños en Ciudad Monumental,927 920 583,Ciudad Monumental,Cáceres Capital,160,/es/comprar/vivienda/caceres-capital/ciudad-monumental/161357635/d?from=list,6,4,180,No,0,No,No,No,No,No,No,5377,12500.0,400.0,270.0,57.9,225.0,79.40833333333333,25000,38264.44449018941,106.29012358385948,939.3333333333334,9.043618516993687,2/3,30.26315789473684
5351,6407c4bd4d7c3f56aba51ba0,89500,Casa o chalet,Casa o chalet con 2 baños en Centro,927 920 847,Centro,Cáceres Capital,88,/es/comprar/vivienda/caceres-capital/centro/176100682/d?from=list,4,2,200,No,0,No,No,No,No,No,No,5401,8950.0,450.0,300.0,38.375,189.5,81.48958333333333,0,0.0,0.0,1036.3333333333333,11.638522092432705,3/3,89.69072164948453
5378,6407c4bd4d7c3f56aba51bbb,125000,Casa o chalet,Casa o chalet con calefacción en Ciudad Monumental,927 920 847,Ciudad Monumental,Cáceres Capital,88,/es/comprar/vivienda/caceres-capital/calefaccion/176098266/d?from=list,4,2,130,No,0,No,No,Yes,No,No,No,5428,12500.0,275.0,195.0,57.9,225.0,62.74166666666667,25000,38264.44449018941,106.29012358385948,739.3333333333334,6.843618516993686,2/3,30.26315789473684
5784,6407c4bd4d7c3f56aba51d51,118000,Casa o chalet,Casa o chalet con 3 baños en Ciudad Monumental,927 920 179,Ciudad Monumental,Cáceres Capital,70,/es/comprar/vivienda/caceres-capital/amueblado/176249547/d?from=list,8,3,139,No,0,No,No,No,No,No,No,5848,11800.0,297.5,208.5,54.050000000000004,218.0,64.83749999999999,18000,27550.400032936373,76.52888898037882,775.3333333333334,7.607603332235454,2/3,7.456140350877193
5815,6407c4bd4d7c3f56aba51d70,135000,Casa o chalet,Casa o chalet con 1 baño en Aguas Vivas - La Zambomba,927 920 171,Aguas Vivas - La Zambomba,Cáceres Capital,181,/es/comprar/vivienda/caceres-capital/patio/161414229/d?from=list,4,1,200,No,0,No,No,No,No,No,No,5879,13500.0,450.0,300.0,63.4,235.0,87.36666666666667,35000,53570.22228626518,148.8061730174033,1019.3333333333334,9.397925923791162,2/3,64.28571428571429
5829,6407c4bd4d7c3f56aba51d7e,73000,Casa o chalet,"Casa o chalet con 2 baños en Avenida de San Blas, Ciudad Monumental",927 920 783,Ciudad Monumental,Cáceres Capital,253,/es/comprar/vivienda/caceres-capital/ciudad-monumental/164004947/d?from=list,5,2,332,No,0,No,No,No,No,No,No,5893,7300.0,780.0,498.0,29.300000000000004,173.0,123.35833333333333,0,0.0,0.0,1547.3333333333333,21.279825653798255,1/3,72.82608695652173
5843,6407c4bd4d7c3f56aba51d8c,55000,Casa o chalet,Casa o chalet en Ciudad Monumental,927 920 764,Ciudad Monumental,Cáceres Capital,89,/es/comprar/vivienda/caceres-capital/patio/165357990/d?from=list,0,0,71,No,0,No,No,No,No,No,No,5907,5500.0,127.5,106.5,19.400000000000006,155.0,34.03333333333333,0,0.0,0.0,542.0,10.075371900826447,1/3,22.282608695652172
5845,6407c4bd4d7c3f56aba51d8e,125000,Casa o chalet,Casa o chalet con terraza en Ciudad Monumental,927 920 847,Ciudad Monumental,Cáceres Capital,88,/es/comprar/vivienda/caceres-capital/terraza-trastero-patio/176099736/d?from=list,6,2,219,No,0,Yes,Yes,No,No,No,No,5909,12500.0,497.5,328.5,57.9,225.0,92.40833333333335,25000,38264.44449018941,106.29012358385948,1004.6666666666666,9.671618516993686,2/3,30.26315789473684
5907,6407c4bd4d7c3f56aba51dcc,135000,Casa o chalet,Casa o chalet con terraza en Ciudad Monumental,927 920 847,Ciudad Monumental,Cáceres Capital,88,/es/comprar/vivienda/caceres-capital/calefaccion-terraza/176098002/d?from=list,3,2,250,No,0,No,Yes,Yes,No,No,No,5971,13500.0,575.0,375.0,63.4,235.0,104.03333333333335,35000,53570.22228626518,148.8061730174033,1090.6666666666667,10.05392592379116,2/3,71.49122807017544
8220,6407c4bd4d7c3f56aba526d5,37000,Casa o chalet,"Casa o chalet en Calle Calle Sta. Rita, 12-28, 12-28, Ciudad Monumental",924 155 013,Ciudad Monumental,Cáceres Capital,64,/es/comprar/vivienda/caceres-capital/ciudad-monumental/163881092/d?from=list,2,1,60,No,0,No,No,No,No,No,No,8300,3700.0,100.0,90.0,9.500000000000002,163.0,30.208333333333332,0,0.0,0.0,508.6666666666667,14.106879606879607,1/3,3.804347826086956
8673,6407c4bd4d7c3f56aba5289a,77950,Casa o chalet,"Casa o chalet con terraza en Calle Navalmoral de la Mata, La Cañada",927 926 041,La Cañada,Cáceres Capital,27,/es/comprar/vivienda/caceres-capital/calefaccion-parking-jardin-terraza-trastero-patio-amueblado-se-aceptan-mascotas-internet-no-amueblado/164883852/d?from=list,4,1,157,No,0,No,Yes,No,No,No,No,8753,7795.0,342.5,235.5,32.0225,177.95,65.664375,0,0.0,0.0,818.6666666666666,10.538255874978134,1/3,58.90410958904109
11546,6407c4bd4d7c3f56aba533d3,72000,Casa o chalet,"Casa o chalet en Calle Hervás, 16, La Cañada",910 921 251,La Cañada,Cáceres Capital,22,/es/comprar/vivienda/caceres-capital/la-canada/176771036/d?from=list,4,2,105,No,0,No,No,No,No,No,No,11636,7200.0,212.5,157.5,28.75,172.0,47.5625,0,0.0,0.0,648.6666666666666,9.10763888888889,1/3,44.52054794520548
13202,6407c4bd4d7c3f56aba53a4b,95000,Casa o chalet,Casa o chalet con 2 baños en Ciudad Monumental,927 132 761,Ciudad Monumental,Cáceres Capital,95,/es/comprar/vivienda/caceres-capital/ciudad-monumental/158496845/d?from=list,4,2,110,No,0,No,No,No,No,No,No,13343,9500.0,225.0,165.0,41.4,195.0,52.199999999999996,0,0.0,0.0,659.3333333333334,7.2856000000000005,3/3,60.743801652892564
13717,6407c4bd4d7c3f56aba53c4e,122000,Casa o chalet,Casa o chalet con 1 baño en Ciudad Monumental,927 920 171,Ciudad Monumental,Cáceres Capital,5,/es/comprar/vivienda/caceres-capital/trastero-patio/176982948/d?from=list,3,1,105,No,0,No,No,No,No,No,No,13858,12200.0,212.5,157.5,56.25000000000001,222.0,54.020833333333336,22000,33672.71115136668,93.53530875379634,625.3333333333334,5.733326294954444,2/3,17.543859649122805
14832,6407c4bd4d7c3f56aba540a9,137000,Casa o chalet,Casa o chalet con terraza en Centro,927 920 847,Centro,Cáceres Capital,35,/es/comprar/vivienda/caceres-capital/aire-acondicionado-terraza-trastero-patio/176226987/d?from=list,5,2,200,No,1,No,Yes,No,No,No,No,14973,13700.0,450.0,300.0,64.50000000000001,237.0,87.625,37000,56631.37784548034,157.30938290411206,971.8333333333334,8.722787405150655,2/3,63.82352941176471
15411,6407c4bd4d7c3f56aba542ec,130000,Casa o chalet,Casa o chalet con calefacción en Centro,927 920 179,Centro,Cáceres Capital,141,/es/comprar/vivienda/caceres-capital/aire-acondicionado-calefaccion-amueblado/164587884/d?from=list,4,2,116,No,0,No,No,Yes,Yes,No,No,15552,13000.0,240.0,174.0,60.65,230.0,58.72083333333333,30000,45917.33338822729,127.54814830063138,704.6666666666666,6.220772220392423,2/3,35.588235294117645
15424,6407c4bd4d7c3f56aba542f9,150000,Casa o chalet,"Casa o chalet con balcón en Calle Pereros, Ciudad Monumental",927 137 029,Ciudad Monumental,Cáceres Capital,11,/es/comprar/vivienda/caceres-capital/calefaccion-parking-trastero-no-amueblado/163274710/d?from=list,2,2,80,No,0,Yes,No,Yes,No,No,No,15565,15000.0,150.0,120.0,71.65,250.0,49.30416666666667,50000,76528.88898037882,212.58024716771897,548.6666666666666,3.441387033987372,2/3,94.73684210526315
15950,6407c4bd4d7c3f56aba54507,34000,Casa o chalet,"Casa o chalet con 1 baño en Calle Gloria , Ciudad Monumental",927 920 486,Ciudad Monumental,Cáceres Capital,43,/es/comprar/vivienda/caceres-capital/ciudad-monumental/165228173/d?from=list,3,1,60,No,0,No,No,No,No,No,No,16091,3400.0,100.0,90.0,7.850000000000003,166.0,30.320833333333336,0,0.0,0.0,530.6666666666666,16.05387700534759,1/3,1.6304347826086956
16071,6407c4bd4d7c3f56aba54580,55000,Casa o chalet,"Casa o chalet con 1 baño en Calle Busquet, Ciudad Monumental",927 920 486,Ciudad Monumental,Cáceres Capital,50,/es/comprar/vivienda/caceres-capital/ciudad-monumental/176428829/d?from=list,3,1,80,No,0,No,No,No,No,No,No,16212,5500.0,150.0,120.0,19.400000000000006,155.0,37.03333333333333,0,0.0,0.0,570.6666666666666,10.584462809917355,1/3,22.282608695652172
16072,6407c4bd4d7c3f56aba54581,56000,Casa o chalet,"Casa o chalet con 2 baños en Guatemala, Nuevo Cáceres",927 920 852,Nuevo Cáceres,Cáceres Capital,61,/es/comprar/vivienda/caceres-capital/trastero/165194532/d?from=list,3,2,104,No,0,No,No,No,No,No,No,16213,5600.0,210.0,156.0,19.950000000000003,156.0,45.1625,0,0.0,0.0,621.3333333333334,11.224107142857143,1/3,33.65384615384615
16548,6407c4bd4d7c3f56aba5475d,69900,Casa o chalet,"Casa o chalet con 1 baño en Calle Buscarruidos, Ciudad Monumental",927 920 487,Ciudad Monumental,Cáceres Capital,5,/es/comprar/vivienda/caceres-capital/trastero/163993169/d?from=list,4,1,130,No,0,No,No,No,No,No,No,16689,6990.0,275.0,195.0,27.595,169.9,55.624583333333334,0,0.0,0.0,739.3333333333334,10.670444791260243,1/3,57.60869565217391
20605,6407c4bd4d7c3f56aba55736,45000,Casa o chalet,Casa o chalet con aire acondicionado en La Cañada,927 920 167,La Cañada,Cáceres Capital,1,/es/comprar/vivienda/caceres-capital/aire-acondicionado/163432255/d?from=list,4,1,92,No,0,No,No,No,Yes,No,No,20765,4500.0,180.0,138.0,13.9,155.0,40.574999999999996,0,0.0,0.0,622.6666666666666,14.111313131313127,3/3,66.07142857142857
20659,6407c4bd4d7c3f56aba5576c,59000,Casa o chalet,Casa o chalet con 1 baño en Nuevo Cáceres,916 357 265,Nuevo Cáceres,Cáceres Capital,36,/es/comprar/vivienda/caceres-capital/nuevo-caceres/176584848/d?from=list,0,1,91,No,0,No,No,No,No,No,No,20819,5900.0,177.5,136.5,21.6,159.0,41.21666666666667,0,0.0,0.0,582.0,9.999075500770417,1/3,46.15384615384615
21052,6407c4bd4d7c3f56aba558f5,40000,Casa o chalet,Casa o chalet con calefacción en Ciudad Monumental,927 135 098,Ciudad Monumental,Cáceres Capital,8,/es/comprar/vivienda/caceres-capital/calefaccion-no-amueblado/150538964/d?from=list,1,1,29,No,0,No,No,Yes,No,No,No,21212,4000.0,177.5,43.5,11.15,160.0,32.67916666666667,0,0.0,0.0,458.0,11.599659090909093,1/3,6.521739130434782
21681,6407c4bd4d7c3f56aba55b6a,85000,Casa o chalet,Casa o chalet con 1 baño en Ciudad Monumental,927 135 081,Ciudad Monumental,Cáceres Capital,33,/es/comprar/vivienda/caceres-capital/parking-trastero/176657564/d?from=list,2,1,68,No,0,No,No,No,No,No,No,21841,8500.0,120.0,102.0,35.9,185.0,36.90833333333333,0,0.0,0.0,524.6666666666666,6.260000000000001,3/3,20.24793388429752
21718,6407c4bd4d7c3f56aba55b8f,105000,Casa o chalet,Casa o chalet con terraza en Centro,927 920 764,Centro,Cáceres Capital,36,/es/comprar/vivienda/caceres-capital/aire-acondicionado-terraza/165206377/d?from=list,4,1,107,No,0,No,Yes,No,Yes,No,No,21878,10500.0,217.5,160.5,46.9,205.0,52.49166666666667,5000,7652.888898037882,21.258024716771896,723.8333333333334,7.801003703398739,1/3,40.36144578313253
22240,6407c4bd4d7c3f56aba55d99,50000,Casa o chalet,Casa o chalet con aire acondicionado en La Cañada,927 920 764,La Cañada,Cáceres Capital,34,/es/comprar/vivienda/caceres-capital/aire-acondicionado-patio/165358077/d?from=list,4,1,107,No,0,No,No,No,Yes,No,No,22400,5000.0,217.5,160.5,16.65,150.0,45.387499999999996,0,0.0,0.0,652.6666666666666,13.249727272727272,3/3,80.35714285714286
22242,6407c4bd4d7c3f56aba55d9b,118000,Casa o chalet,Casa o chalet con terraza en Mejostilla,927 920 764,Mejostilla,Cáceres Capital,74,/es/comprar/vivienda/caceres-capital/aire-acondicionado-terraza/165324903/d?from=list,6,2,140,No,0,No,Yes,No,Yes,No,No,22402,11800.0,300.0,210.0,54.050000000000004,218.0,65.17083333333333,18000,27550.400032936373,76.52888898037882,767.6666666666666,7.511603332235453,1/3,82.83582089552239
22707,6407c4bd4d7c3f56aba55f6c,73900,Casa o chalet,Casa o chalet con terraza en Centro,927 920 583,Centro,Cáceres Capital,96,/es/comprar/vivienda/caceres-capital/terraza/163425966/d?from=list,2,1,77,No,0,No,Yes,No,No,No,No,22867,7390.0,142.5,115.5,29.795,173.9,38.474583333333335,0,0.0,0.0,663.1666666666666,9.221681633657274,3/3,30.92783505154639
23265,6407c4bd4d7c3f56aba5619a,120000,Casa o chalet,"Casa o chalet con aire acondicionado en El Rosario, Centro",927 920 486,Centro,Cáceres Capital,18,/es/comprar/vivienda/caceres-capital/aire-acondicionado/176835797/d?from=list,3,2,92,No,0,No,No,No,Yes,No,No,23425,12000.0,180.0,138.0,55.15,220.0,49.42916666666667,20000,30611.55559215153,85.03209886708758,630.6666666666666,5.954464813594948,1/3,93.67469879518073
23358,6407c4bd4d7c3f56aba561f7,110000,Casa o chalet,Casa o chalet con 3 baños en Nuevo Cáceres,927 920 583,Nuevo Cáceres,Cáceres Capital,28,/es/comprar/vivienda/caceres-capital/nuevo-caceres/176714808/d?from=list,5,3,108,No,0,No,No,No,No,No,No,23518,11000.0,220.0,162.0,49.650000000000006,210.0,53.47083333333333,10000,15305.777796075765,42.51604943354379,654.6666666666666,6.704157406797474,2/3,12.121212121212121
23898,6407c4bd4d7c3f56aba56413,75000,Casa o chalet,Casa o chalet con balcón en Centro,927 920 764,Centro,Cáceres Capital,105,/es/comprar/vivienda/caceres-capital/aire-acondicionado/165652476/d?from=list,3,1,80,No,0,Yes,No,No,Yes,No,No,24058,7500.0,150.0,120.0,30.4,175.0,39.61666666666667,0,0.0,0.0,606.6666666666666,8.248,3/3,39.17525773195876
24119,6407c4bd4d7c3f56aba564f0,99000,Casa o chalet,Casa o chalet con terraza en Ciudad Monumental,927 920 583,Ciudad Monumental,Cáceres Capital,278,/es/comprar/vivienda/caceres-capital/aire-acondicionado-calefaccion-terraza-amueblado/160833740/d?from=list,3,2,118,No,0,No,Yes,Yes,No,No,No,24279,9900.0,245.0,177.0,43.6,199.0,55.38333333333333,0,0.0,0.0,695.6666666666666,7.6834,3/3,73.55371900826447
24749,6407c4bd4d7c3f56aba56766,140000,Casa o chalet,Casa o chalet con terraza en Mejostilla,927 920 171,Mejostilla,Cáceres Capital,70,/es/comprar/vivienda/caceres-capital/calefaccion-parking-terraza-patio/165322094/d?from=list,4,2,122,No,0,No,Yes,Yes,No,No,No,24909,14000.0,255.0,183.0,66.15,240.0,62.012499999999996,40000,61223.11118430306,170.06419773417517,713.6666666666666,5.779079627189898,3/3,50.0
24841,6407c4bd4d7c3f56aba567c2,125000,Casa o chalet,Casa o chalet con terraza en Ciudad Monumental,927 920 847,Ciudad Monumental,Cáceres Capital,88,/es/comprar/vivienda/caceres-capital/aire-acondicionado-terraza/176099378/d?from=list,1,1,65,No,0,No,Yes,No,Yes,No,No,25001,12500.0,112.5,97.5,57.9,225.0,41.074999999999996,25000,38264.44449018941,106.29012358385948,622.0,5.695618516993687,2/3,30.26315789473684
24897,6407c4bd4d7c3f56aba567fa,123000,Casa o chalet,Casa o chalet con terraza en Mejostilla,927 920 847,Mejostilla,Cáceres Capital,12,/es/comprar/vivienda/caceres-capital/calefaccion-terraza/176083534/d?from=list,8,2,150,No,0,No,Yes,Yes,No,No,No,25057,12300.0,325.0,225.0,56.800000000000004,223.0,69.14999999999999,23000,35203.28893097426,97.78691369715072,797.6666666666666,7.56875703563419,1/3,100.0
25462,6407c4bd4d7c3f56aba56a2f,27000,Casa o chalet,Casa o chalet con terraza en La Cañada,927 920 171,La Cañada,Cáceres Capital,23,/es/comprar/vivienda/caceres-capital/terraza-trastero/161414603/d?from=list,3,1,75,No,0,No,Yes,No,No,No,No,25622,2700.0,137.5,112.5,5.0,173.0,35.666666666666664,0,0.0,0.0,637.3333333333334,24.30976430976431,3/3,7.142857142857143
25654,6407c4bd4d7c3f56aba56aef,58000,Casa o chalet,Casa o chalet con 1 baño en Centro,927 130 862,Centro,Cáceres Capital,48,/es/comprar/vivienda/caceres-capital/centro/176170173/d?from=list,0,1,101,No,0,No,No,No,No,No,No,25814,5800.0,202.5,151.5,21.050000000000004,158.0,44.42083333333333,0,0.0,0.0,604.0,10.525,3/3,6.185567010309278
25729,6407c4bd4d7c3f56aba56b3a,37000,Casa o chalet,Casa o chalet con terraza en Ciudad Monumental,924 150 618,Ciudad Monumental,Cáceres Capital,34,/es/comprar/vivienda/caceres-capital/terraza/165315424/d?from=list,2,1,71,No,0,No,Yes,No,No,No,No,25889,3700.0,127.5,106.5,9.500000000000002,163.0,33.875,0,0.0,0.0,622.3333333333334,17.35012285012285,1/3,3.804347826086956
26159,6407c4bd4d7c3f56aba56ce8,125000,Casa o chalet,Casa o chalet con balcón en Ciudad Monumental,927 920 171,Ciudad Monumental,Cáceres Capital,160,/es/comprar/vivienda/caceres-capital/patio/161414675/d?from=list,6,2,219,No,0,Yes,No,No,No,No,No,26319,12500.0,497.5,328.5,57.9,225.0,92.40833333333335,25000,38264.44449018941,106.29012358385948,1095.3333333333333,10.759618516993685,2/3,30.26315789473684
26161,6407c4bd4d7c3f56aba56cea,105000,Casa o chalet,Casa o chalet con terraza en Centro,927 920 171,Centro,Cáceres Capital,181,/es/comprar/vivienda/caceres-capital/aire-acondicionado-terraza/163783011/d?from=list,4,1,107,No,0,No,Yes,No,Yes,No,No,26321,10500.0,217.5,160.5,46.9,205.0,52.49166666666667,5000,7652.888898037882,21.258024716771896,723.8333333333334,7.801003703398739,1/3,40.36144578313253
